id,y,year,stage,match,gameday,time,home,away,stadium,tv
14016,10611,2012,Ｊ１,第３節第１日,03/24(土),15:04,サガン鳥栖,横浜Ｆ・マリノス,ベストアメニティスタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14017,20192,2012,Ｊ１,第３節第１日,03/24(土),16:03,コンサドーレ札幌,浦和レッズ,札幌ドーム,スカパー／ｅ２／スカパー光
14018,12209,2012,Ｊ１,第３節第１日,03/24(土),19:04,柏レイソル,清水エスパルス,日立柏サッカー場,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14019,10603,2012,Ｊ１,第３節第２日,03/25(日),16:03,名古屋グランパス,アルビレックス新潟,名古屋市瑞穂陸上競技場,スカパー／ｅ２／スカパー光
14021,7936,2012,Ｊ１,第４節第１日,03/31(土),13:03,大宮アルディージャ,名古屋グランパス,ＮＡＣＫ５スタジアム大宮,スカパー／ｅ２／スカパー光
14022,16229,2012,Ｊ１,第４節第１日,03/31(土),14:04,ＦＣ東京,サンフレッチェ広島,味の素スタジアム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＴＯＫＹＯ　ＭＸ（録）
14024,9042,2012,Ｊ１,第４節第１日,03/31(土),15:04,ジュビロ磐田,柏レイソル,ヤマハスタジアム（磐田）,スカパー／ｅ２／スカパー光／静岡放送
14025,9598,2012,Ｊ１,第４節第１日,03/31(土),15:04,セレッソ大阪,ベガルタ仙台,キンチョウスタジアム,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
14026,16836,2012,Ｊ１,第４節第１日,03/31(土),16:03,アルビレックス新潟,ガンバ大阪,デンカビッグスワンスタジアム,スカパー／ｅ２／スカパー光
14027,14216,2012,Ｊ１,第４節第１日,03/31(土),18:34,清水エスパルス,コンサドーレ札幌,ＩＡＩスタジアム日本平,スカパー／ｅ２／スカパー光
14028,22126,2012,Ｊ１,第４節第１日,03/31(土),19:03,横浜Ｆ・マリノス,鹿島アントラーズ,日産スタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14029,7719,2012,Ｊ１,第４節第１日,03/31(土),19:04,サガン鳥栖,ヴィッセル神戸,ベストアメニティスタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14030,14023,2012,Ｊ１,第５節第１日,04/07(土),14:05,コンサドーレ札幌,柏レイソル,札幌ドーム,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14031,13147,2012,Ｊ１,第５節第１日,04/07(土),14:03,ベガルタ仙台,ジュビロ磐田,ユアテックスタジアム仙台,スカパー／ｅ２／スカパー光／ＮＨＫ仙台／ＮＨＫ静岡
14032,13824,2012,Ｊ１,第５節第１日,04/07(土),14:03,名古屋グランパス,サガン鳥栖,豊田スタジアム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＮＨＫ名古屋／ＮＨＫ佐賀
14033,12709,2012,Ｊ１,第５節第１日,04/07(土),14:04,ヴィッセル神戸,清水エスパルス,ノエビアスタジアム神戸,スカパー／ｅ２／スカパー光
14034,15854,2012,Ｊ１,第５節第１日,04/07(土),15:04,アルビレックス新潟,横浜Ｆ・マリノス,デンカビッグスワンスタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）／ＮＨＫ新潟
14035,8180,2012,Ｊ１,第５節第１日,04/07(土),16:03,大宮アルディージャ,セレッソ大阪,ＮＡＣＫ５スタジアム大宮,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
14036,23507,2012,Ｊ１,第５節第１日,04/07(土),17:04,鹿島アントラーズ,浦和レッズ,県立カシマサッカースタジアム,スカパー／ｅ２／スカパー光
14037,12318,2012,Ｊ１,第５節第１日,04/07(土),19:04,サンフレッチェ広島,ガンバ大阪,エディオンスタジアム広島,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14038,20996,2012,Ｊ１,第５節第２日,04/08(日),16:03,川崎フロンターレ,ＦＣ東京,等々力陸上競技場,スカパー／ｅ２／スカパー光
14039,12318,2012,Ｊ１,第６節第１日,04/14(土),13:03,柏レイソル,ベガルタ仙台,日立柏サッカー場,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）
14040,19279,2012,Ｊ１,第６節第１日,04/14(土),13:04,ＦＣ東京,鹿島アントラーズ,味の素スタジアム,スカパー／ｅ２／スカパー光
14041,7101,2012,Ｊ１,第６節第１日,04/14(土),14:03,横浜Ｆ・マリノス,大宮アルディージャ,ニッパツ三ツ沢球技場,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
14042,25894,2012,Ｊ１,第６節第１日,04/14(土),15:04,浦和レッズ,ヴィッセル神戸,埼玉スタジアム２００２,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／テレ玉
14043,16334,2012,Ｊ１,第６節第１日,04/14(土),16:04,清水エスパルス,ジュビロ磐田,ＩＡＩスタジアム日本平,スカパー／ｅ２／スカパー光
14044,12896,2012,Ｊ１,第６節第１日,04/14(土),16:03,名古屋グランパス,コンサドーレ札幌,豊田スタジアム,スカパー／ｅ２／スカパー光
14045,9735,2012,Ｊ１,第６節第１日,04/14(土),18:34,サガン鳥栖,サンフレッチェ広島,ベストアメニティスタジアム,スカパー／ｅ２／スカパー光
14046,17134,2012,Ｊ１,第６節第１日,04/14(土),19:04,ガンバ大阪,川崎フロンターレ,万博記念競技場,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14047,9154,2012,Ｊ１,第６節第１日,04/14(土),19:04,セレッソ大阪,アルビレックス新潟,キンチョウスタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14048,11119,2012,Ｊ１,第７節第１日,04/21(土),14:04,コンサドーレ札幌,川崎フロンターレ,札幌ドーム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＮＨＫ札幌
14049,11965,2012,Ｊ１,第７節第１日,04/21(土),14:03,ジュビロ磐田,横浜Ｆ・マリノス,ヤマハスタジアム（磐田）,スカパー／ｅ２／スカパー光／静岡放送
14050,10859,2012,Ｊ１,第７節第１日,04/21(土),14:04,ヴィッセル神戸,柏レイソル,ノエビアスタジアム神戸,スカパー／ｅ２／スカパー光／ＮＨＫ神戸
14051,11123,2012,Ｊ１,第７節第１日,04/21(土),14:05,サンフレッチェ広島,名古屋グランパス,エディオンスタジアム広島,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14052,12110,2012,Ｊ１,第７節第１日,04/21(土),15:03,鹿島アントラーズ,セレッソ大阪,県立カシマサッカースタジアム,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
14053,5432,2012,Ｊ１,第７節第１日,04/21(土),17:05,サガン鳥栖,アルビレックス新潟,佐賀県総合運動場陸上競技場,スカパー／ｅ２／スカパー光
14054,12709,2012,Ｊ１,第７節第１日,04/21(土),18:33,大宮アルディージャ,浦和レッズ,ＮＡＣＫ５スタジアム大宮,スカパー／ｅ２／スカパー光
14055,17192,2012,Ｊ１,第７節第１日,04/21(土),19:04,ベガルタ仙台,ＦＣ東京,ユアテックスタジアム仙台,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14056,8548,2012,Ｊ１,第７節第２日,04/22(日),19:03,ガンバ大阪,清水エスパルス,万博記念競技場,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14057,22405,2012,Ｊ１,第８節第１日,04/28(土),13:04,ＦＣ東京,清水エスパルス,味の素スタジアム,スカパー／ｅ２／スカパー光／ＴＯＫＹＯ　ＭＸ（録）
14058,18138,2012,Ｊ１,第８節第１日,04/28(土),13:03,名古屋グランパス,浦和レッズ,名古屋市瑞穂陸上競技場,スカパー／ｅ２／スカパー光
14059,10351,2012,Ｊ１,第８節第１日,04/28(土),14:04,柏レイソル,サガン鳥栖,日立柏サッカー場,スカパー／ｅ２／スカパー光
14060,19895,2012,Ｊ１,第８節第１日,04/28(土),15:03,川崎フロンターレ,サンフレッチェ広島,等々力陸上競技場,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
14061,17583,2012,Ｊ１,第８節第１日,04/28(土),15:34,鹿島アントラーズ,ガンバ大阪,県立カシマサッカースタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ総合
14062,8435,2012,Ｊ１,第８節第１日,04/28(土),16:03,大宮アルディージャ,コンサドーレ札幌,ＮＡＣＫ５スタジアム大宮,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14063,21054,2012,Ｊ１,第８節第１日,04/28(土),16:03,横浜Ｆ・マリノス,ヴィッセル神戸,日産スタジアム,スカパー／ｅ２／スカパー光
14064,24637,2012,Ｊ１,第８節第１日,04/28(土),16:03,アルビレックス新潟,ベガルタ仙台,デンカビッグスワンスタジアム,スカパー／ｅ２／スカパー光
14065,12183,2012,Ｊ１,第８節第１日,04/28(土),19:04,セレッソ大阪,ジュビロ磐田,キンチョウスタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14066,9596,2012,Ｊ１,第９節第１日,05/03(木・祝),14:03,コンサドーレ札幌,セレッソ大阪,札幌厚別公園競技場,スカパー／ｅ２／スカパー光
14067,11672,2012,Ｊ１,第９節第１日,05/03(木・祝),14:04,ヴィッセル神戸,大宮アルディージャ,ノエビアスタジアム神戸,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14068,15671,2012,Ｊ１,第９節第１日,05/03(木・祝),15:03,川崎フロンターレ,ジュビロ磐田,等々力陸上競技場,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
14069,17826,2012,Ｊ１,第９節第１日,05/03(木・祝),16:04,サンフレッチェ広島,アルビレックス新潟,エディオンスタジアム広島,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）／ＮＨＫ広島／ＮＨＫ新潟
14070,18113,2012,Ｊ１,第９節第１日,05/03(木・祝),16:04,サガン鳥栖,ベガルタ仙台,ベストアメニティスタジアム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）
14071,44422,2012,Ｊ１,第９節第１日,05/03(木・祝),19:05,浦和レッズ,横浜Ｆ・マリノス,埼玉スタジアム２００２,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／テレ玉
14072,18393,2012,Ｊ１,第９節第１日,05/03(木・祝),19:01,清水エスパルス,鹿島アントラーズ,ＩＡＩスタジアム日本平,スカパー／ｅ２／スカパー光／静岡放送
14073,25813,2012,Ｊ１,第９節第２日,06/27(水),19:04,ＦＣ東京,柏レイソル,国立競技場,スカパー／ｅ２／スカパー光
14074,10840,2012,Ｊ１,第９節第２日,06/27(水),19:03,ガンバ大阪,名古屋グランパス,万博記念競技場,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）
14075,18525,2012,Ｊ１,第１０節第１日,05/06(日),13:04,ベガルタ仙台,清水エスパルス,ユアテックスタジアム仙台,スカパー／ｅ２／スカパー光／ＮＨＫ仙台
14077,16446,2012,Ｊ１,第１０節第１日,05/06(日),13:05,セレッソ大阪,ヴィッセル神戸,キンチョウスタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ大阪
14078,12875,2012,Ｊ１,第１０節第１日,05/06(日),15:03,柏レイソル,サンフレッチェ広島,日立柏サッカー場,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）
14079,11554,2012,Ｊ１,第１０節第１日,05/06(日),17:03,大宮アルディージャ,ガンバ大阪,ＮＡＣＫ５スタジアム大宮,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／テレ玉
14080,22193,2012,Ｊ１,第１０節第１日,05/06(日),16:05,ジュビロ磐田,浦和レッズ,エコパスタジアム,スカパー／ｅ２／スカパー光
14082,10626,2012,Ｊ１,第１０節第１日,05/06(日),19:04,鹿島アントラーズ,サガン鳥栖,県立カシマサッカースタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14083,21827,2012,Ｊ１,第１０節第１日,05/06(日),19:04,アルビレックス新潟,ＦＣ東京,デンカビッグスワンスタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14084,10816,2012,Ｊ１,第１１節第１日,05/12(土),13:04,コンサドーレ札幌,ＦＣ東京,札幌ドーム,スカパー／ｅ２／スカパー光／北海道テレビ
14085,13555,2012,Ｊ１,第１１節第１日,05/12(土),14:03,ジュビロ磐田,鹿島アントラーズ,ヤマハスタジアム（磐田）,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／静岡放送
14087,16054,2012,Ｊ１,第１１節第１日,05/12(土),15:03,川崎フロンターレ,柏レイソル,等々力陸上競技場,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
14088,12073,2012,Ｊ１,第１１節第１日,05/12(土),15:04,サンフレッチェ広島,横浜Ｆ・マリノス,エディオンスタジアム広島,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14089,15891,2012,Ｊ１,第１１節第１日,05/12(土),15:34,清水エスパルス,セレッソ大阪,ＩＡＩスタジアム日本平,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／テレビ静岡
14090,31818,2012,Ｊ１,第１１節第１日,05/12(土),16:04,浦和レッズ,アルビレックス新潟,埼玉スタジアム２００２,スカパー／ｅ２／スカパー光
14092,15253,2012,Ｊ１,第１１節第１日,05/12(土),19:04,ガンバ大阪,ベガルタ仙台,万博記念競技場,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14093,25241,2012,Ｊ１,第１２節第１日,05/19(土),14:03,横浜Ｆ・マリノス,ガンバ大阪,日産スタジアム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）
14094,12613,2012,Ｊ１,第１２節第１日,05/19(土),14:04,サンフレッチェ広島,ヴィッセル神戸,エディオンスタジアム広島,スカパー／ｅ２／スカパー光／ＮＨＫ広島／ＮＨＫ神戸
14095,21920,2012,Ｊ１,第１２節第１日,05/19(土),15:03,アルビレックス新潟,ジュビロ磐田,デンカビッグスワンスタジアム,スカパー／ｅ２／スカパー光／テレビ新潟
14096,35877,2012,Ｊ１,第１２節第１日,05/19(土),15:34,浦和レッズ,清水エスパルス,埼玉スタジアム２００２,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14097,9304,2012,Ｊ１,第１２節第１日,05/19(土),16:03,大宮アルディージャ,川崎フロンターレ,ＮＡＣＫ５スタジアム大宮,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／テレ玉
14098,13915,2012,Ｊ１,第１２節第１日,05/19(土),17:04,鹿島アントラーズ,コンサドーレ札幌,県立カシマサッカースタジアム,スカパー／ｅ２／スカパー光
14100,19643,2012,Ｊ１,第１２節第１日,05/19(土),19:04,セレッソ大阪,柏レイソル,ヤンマースタジアム長居,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14101,25803,2012,Ｊ１,第１２節第２日,05/20(日),15:04,ＦＣ東京,サガン鳥栖,味の素スタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14102,16657,2012,Ｊ１,第１３節第１日,05/25(金),19:33,名古屋グランパス,セレッソ大阪,豊田スタジアム,スカパー／ｅ２／スカパー光
14103,8218,2012,Ｊ１,第１３節第１日,05/25(金),19:03,ガンバ大阪,サガン鳥栖,万博記念競技場,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14104,6870,2012,Ｊ１,第１３節第２日,05/26(土),14:04,コンサドーレ札幌,サンフレッチェ広島,札幌厚別公園競技場,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14105,16058,2012,Ｊ１,第１３節第２日,05/26(土),14:04,川崎フロンターレ,ベガルタ仙台,等々力陸上競技場,スカパー／ｅ２／スカパー光
14106,16556,2012,Ｊ１,第１３節第２日,05/26(土),14:04,清水エスパルス,横浜Ｆ・マリノス,ＩＡＩスタジアム日本平,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＮＨＫ静岡
14107,10752,2012,Ｊ１,第１３節第２日,05/26(土),16:03,ジュビロ磐田,大宮アルディージャ,ヤマハスタジアム（磐田）,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
14108,22766,2012,Ｊ１,第１３節第２日,05/26(土),17:04,ヴィッセル神戸,鹿島アントラーズ,ノエビアスタジアム神戸,スカパー／ｅ２／スカパー光
14109,12931,2012,Ｊ１,第１３節第２日,05/26(土),18:34,柏レイソル,アルビレックス新潟,日立柏サッカー場,スカパー／ｅ２／スカパー光
14110,33836,2012,Ｊ１,第１３節第２日,05/26(土),19:04,ＦＣ東京,浦和レッズ,味の素スタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／ＴＯＫＹＯ　ＭＸ
14111,13554,2012,Ｊ１,第１４節第１日,06/16(土),13:33,ベガルタ仙台,コンサドーレ札幌,ユアテックスタジアム仙台,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／ミヤギテレビ
14112,15010,2012,Ｊ１,第１４節第１日,06/16(土),18:34,鹿島アントラーズ,名古屋グランパス,県立カシマサッカースタジアム,スカパー／ｅ２／スカパー光
14113,9025,2012,Ｊ１,第１４節第１日,06/16(土),19:03,大宮アルディージャ,柏レイソル,ＮＡＣＫ５スタジアム大宮,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／テレ玉
14114,23273,2012,Ｊ１,第１４節第１日,06/16(土),19:04,横浜Ｆ・マリノス,ＦＣ東京,日産スタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14115,23797,2012,Ｊ１,第１４節第１日,06/16(土),19:03,アルビレックス新潟,清水エスパルス,デンカビッグスワンスタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14116,10612,2012,Ｊ１,第１４節第１日,06/16(土),19:05,ジュビロ磐田,ヴィッセル神戸,ヤマハスタジアム（磐田）,スカパー／ｅ２／スカパー光
14117,14977,2012,Ｊ１,第１４節第１日,06/16(土),19:03,ガンバ大阪,浦和レッズ,万博記念競技場,スカパー／ｅ２／スカパー光
14118,11538,2012,Ｊ１,第１４節第１日,06/16(土),19:04,セレッソ大阪,サンフレッチェ広島,キンチョウスタジアム,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
14119,9603,2012,Ｊ１,第１４節第１日,06/16(土),19:04,サガン鳥栖,川崎フロンターレ,ベストアメニティスタジアム,スカパー／ｅ２／スカパー光
14120,14759,2012,Ｊ１,第１５節第１日,06/23(土),14:03,コンサドーレ札幌,ガンバ大阪,札幌ドーム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）／ＮＨＫ札幌
14121,22685,2012,Ｊ１,第１５節第１日,06/23(土),18:04,ＦＣ東京,セレッソ大阪,味の素スタジアム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＴＯＫＹＯ　ＭＸ
14122,17696,2012,Ｊ１,第１５節第１日,06/23(土),18:04,清水エスパルス,サガン鳥栖,ＩＡＩスタジアム日本平,スカパー／ｅ２／スカパー光
14123,13987,2012,Ｊ１,第１５節第１日,06/23(土),18:35,柏レイソル,鹿島アントラーズ,日立柏サッカー場,スカパー／ｅ２／スカパー光
14124,15304,2012,Ｊ１,第１５節第１日,06/23(土),18:35,サンフレッチェ広島,大宮アルディージャ,エディオンスタジアム広島,スカパー／ｅ２／スカパー光
14126,20590,2012,Ｊ１,第１５節第１日,06/23(土),19:04,川崎フロンターレ,横浜Ｆ・マリノス,等々力陸上競技場,スカパー／ｅ２／スカパー光
14127,16862,2012,Ｊ１,第１５節第１日,06/23(土),19:03,名古屋グランパス,ジュビロ磐田,名古屋市瑞穂陸上競技場,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／東海テレビ（録）
14128,16727,2012,Ｊ１,第１５節第１日,06/23(土),19:04,ヴィッセル神戸,アルビレックス新潟,ノエビアスタジアム神戸,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
14129,26133,2012,Ｊ１,第１６節第１日,06/30(土),18:03,横浜Ｆ・マリノス,名古屋グランパス,日産スタジアム,スカパー／ｅ２／スカパー光
14130,18722,2012,Ｊ１,第１６節第１日,06/30(土),18:34,ベガルタ仙台,サンフレッチェ広島,ユアテックスタジアム仙台,スカパー／ｅ２／スカパー光
14131,12147,2012,Ｊ１,第１６節第１日,06/30(土),19:03,大宮アルディージャ,清水エスパルス,ＮＡＣＫ５スタジアム大宮,スカパー／ｅ２／スカパー光／テレ玉
14132,18056,2012,Ｊ１,第１６節第１日,06/30(土),19:04,川崎フロンターレ,ヴィッセル神戸,等々力陸上競技場,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
14133,35506,2012,Ｊ１,第１６節第１日,06/30(土),19:03,アルビレックス新潟,鹿島アントラーズ,デンカビッグスワンスタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14134,13923,2012,Ｊ１,第１６節第１日,06/30(土),19:03,ジュビロ磐田,ＦＣ東京,ヤマハスタジアム（磐田）,スカパー／ｅ２／スカパー光
14135,14006,2012,Ｊ１,第１６節第１日,06/30(土),19:04,ガンバ大阪,柏レイソル,万博記念競技場,スカパー／ｅ２／スカパー光
14136,36723,2012,Ｊ１,第１６節第１日,06/30(土),19:03,セレッソ大阪,浦和レッズ,ヤンマースタジアム長居,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／テレビ大阪
14137,10345,2012,Ｊ１,第１６節第１日,06/30(土),19:03,サガン鳥栖,コンサドーレ札幌,ベストアメニティスタジアム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）
14138,7673,2012,Ｊ１,第１７節第１日,07/07(土),14:03,コンサドーレ札幌,アルビレックス新潟,札幌厚別公園競技場,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14139,30047,2012,Ｊ１,第１７節第１日,07/07(土),18:03,浦和レッズ,サガン鳥栖,埼玉スタジアム２００２,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／テレ玉
14140,14133,2012,Ｊ１,第１７節第１日,07/07(土),18:04,清水エスパルス,川崎フロンターレ,ＩＡＩスタジアム日本平,スカパー／ｅ２／スカパー光
14141,12787,2012,Ｊ１,第１７節第１日,07/07(土),18:34,鹿島アントラーズ,大宮アルディージャ,県立カシマサッカースタジアム,スカパー／ｅ２／スカパー光
14142,24633,2012,Ｊ１,第１７節第１日,07/07(土),18:35,ＦＣ東京,ガンバ大阪,味の素スタジアム,スカパー／ｅ２／スカパー光
14143,25459,2012,Ｊ１,第１７節第１日,07/07(土),19:04,柏レイソル,名古屋グランパス,国立競技場,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14144,9751,2012,Ｊ１,第１７節第１日,07/07(土),19:03,横浜Ｆ・マリノス,セレッソ大阪,ニッパツ三ツ沢球技場,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
