id,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11
14026,1,1,雨,7.1,64%,扇谷　健司,アルビレックス新潟,小澤　英明,村上　佑介,大井　健太郎,石川　直樹,金　珍洙,三門　雄大,本間　勲,矢野　貴章,アラン　ミネイロ,平井　将生,ブルーノ　ロペス,ガンバ大阪,藤ヶ谷　陽介,加地　亮,中澤　聡太,今野　泰幸,藤春　廣輝,武井　択也,遠藤　保仁,二川　孝広,倉田　秋,ラフィーニャ,イ　スンヨル
14027,1,0,晴,10.9,47%,高山　啓義,清水エスパルス,林　彰洋,吉田　豊,岩下　敬輔,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,小野　伸二,河井　陽介,アレックス,高木　俊幸,大前　元紀,コンサドーレ札幌,李　昊乗,高木　純平,ジェイド　ノース,奈良　竜樹,岩沼　俊介,河合　竜二,山本　真希,近藤　祐介,内村　圭宏,岡本　賢明,前田　俊介
14028,0,0,曇のち雨,9.4,50%,飯田　淳平,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,金井　貢史,谷口　博之,中町　公祐,兵藤　慎剛,中村　俊輔,齋藤　学,大黒　将志,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,山村　和也,アレックス,小笠原　満男,梅鉢　貴秀,遠藤　康,柴崎　岳,大迫　勇也,興梠　慎三
14029,3,0,晴,10.1,25%,松村　和彦,サガン鳥栖,赤星　拓,丹羽　竜平,小林　久晃,呂　成海,磯崎　敬太,岡本　知剛,藤田　直之,水沼　宏太,金　民友,池田　圭,豊田　陽平,ヴィッセル神戸,徳重　健太,近藤　岳登,伊野波　雅彦,高木　和道,相馬　崇人,橋本　英郎,田中　英雄,朴　康造,野沢　拓也,吉田　孝行,大久保　嘉人
14030,0,2,屋内,20.8,32%,家本　政明,コンサドーレ札幌,高木　貴弘,高木　純平,ジェイド　ノース,奈良　竜樹,岩沼　俊介,河合　竜二,宮澤　裕樹,近藤　祐介,内村　圭宏,岡本　賢明,前田　俊介,柏レイソル,菅野　孝憲,酒井　宏樹,増嶋　竜也,近藤　直也,福井　諒司,レアンドロ　ドミンゲス,栗澤　僚一,茨田　陽生,ジョルジ　ワグネル,田中　順也,工藤　壮人
14031,2,2,曇,6.1,53%,吉田　寿光,ベガルタ仙台,林　卓人,菅井　直樹,鎌田　次郎,上本　大海,田村　直也,富田　晋伍,角田　誠,太田　吉彰,関口　訓充,ウイルソン,赤嶺　真吾,ジュビロ磐田,八田　直樹,駒野　友一,チョ　ビョングク,藤田　義明,宮崎　智彦,山本　康裕,小林　裕紀,山田　大記,松浦　拓弥,菅沼　実,前田　遼一
14032,1,0,晴,9.6,26%,井上　知大,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,小川　佳純,ダニルソン,藤本　淳吾,玉田　圭司,永井　謙佑,金崎　夢生,サガン鳥栖,赤星　拓,丹羽　竜平,小林　久晃,呂　成海,金　民友,岡本　知剛,藤田　直之,水沼　宏太,野田　隆之介,池田　圭,豊田　陽平
14033,0,1,晴,12.0,28%,廣瀬　格,ヴィッセル神戸,徳重　健太,奥井　諒,イ　グァンソン,高木　和道,相馬　崇人,三原　雅俊,伊野波　雅彦,野沢　拓也,大久保　嘉人,吉田　孝行,都倉　賢,清水エスパルス,林　彰洋,吉田　豊,岩下　敬輔,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,河井　陽介,アレックス,大前　元紀,高木　俊幸,ジミー　フランサ
14034,0,0,曇,3.4,63%,佐藤　隆治,アルビレックス新潟,東口　順昭,村上　佑介,鈴木　大輔,石川　直樹,金　珍洙,三門　雄大,本間　勲,田中　亜土夢,アラン　ミネイロ,矢野　貴章,ブルーノ　ロペス,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,小椋　祥平,中町　公祐,兵藤　慎剛,中村　俊輔,小野　裕二,大黒　将志
14035,0,3,曇,9.8,20%,西村　雄一,大宮アルディージャ,北野　貴之,渡部　大輔,菊地　光将,金　英權,下平　匠,青木　拓矢,カルリーニョス,渡邉　大剛,曺　永哲,金久保　順,ラファエル,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,酒本　憲幸,高橋　大輔,扇原　貴宏,山口　螢,キム　ボギョン,清武　弘嗣,ブランキーニョ,ケンペス
14036,1,3,晴のち曇,9.3,31%,木村　博之,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,山村　和也,新井場　徹,梅鉢　貴秀,小笠原　満男,遠藤　康,土居　聖真,大迫　勇也,興梠　慎三,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,平川　忠亮,鈴木　啓太,阿部　勇樹,梅崎　司,柏木　陽介,マルシオ　リシャルデス,ポポ
14037,4,1,晴,3.4,76%,山本　雄大,サンフレッチェ広島,西川　周作,ファン　ソッコ,千葉　和彦,水本　裕貴,ミキッチ,青山　敏弘,森﨑　和幸,森脇　良太,大﨑　淳矢,髙萩　洋次郎,佐藤　寿人,ガンバ大阪,藤ヶ谷　陽介,加地　亮,中澤　聡太,今野　泰幸,藤春　廣輝,武井　択也,遠藤　保仁,倉田　秋,二川　孝広,佐藤　晃大,ラフィーニャ
14038,0,1,晴,12.9,35%,扇谷　健司,川崎フロンターレ,西部　洋平,實藤　友紀,ジェシ,森下　俊,小宮山　尊信,中村　憲剛,柴崎　晃誠,田坂　祐介,矢島　卓郎,レナト,小林　悠,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,チャン　ヒョンス,太田　宏介,高橋　秀人,長谷川　アーリアジャスール,石川　直宏,羽生　直剛,谷澤　達也,ルーカス
14039,2,3,雨,10.2,93%,扇谷　健司,柏レイソル,菅野　孝憲,酒井　宏樹,那須　大亮,増嶋　竜也,藤田　優人,レアンドロ　ドミンゲス,栗澤　僚一,茨田　陽生,ジョルジ　ワグネル,工藤　壮人,田中　順也,ベガルタ仙台,林　卓人,菅井　直樹,鎌田　次郎,上本　大海,朴　柱成,松下　年宏,富田　晋伍,太田　吉彰,関口　訓充,ウイルソン,赤嶺　真吾
14040,1,2,雨,10.3,87%,吉田　寿光,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,チャン　ヒョンス,太田　宏介,高橋　秀人,米本　拓司,石川　直宏,羽生　直剛,谷澤　達也,ルーカス,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,山村　和也,新井場　徹,梅鉢　貴秀,青木　剛,遠藤　康,小笠原　満男,大迫　勇也,興梠　慎三
14041,1,1,雨,11.6,80%,家本　政明,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,富澤　清太郎,中町　公祐,中村　俊輔,兵藤　慎剛,小野　裕二,大黒　将志,大宮アルディージャ,北野　貴之,坪内　秀介,菊地　光将,金　英權,下平　匠,青木　拓矢,カルリーニョス,渡邉　大剛,曺　永哲,金久保　順,ラファエル
14042,2,0,雨,10.4,78%,高山　啓義,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,平川　忠亮,鈴木　啓太,阿部　勇樹,梅崎　司,柏木　陽介,マルシオ　リシャルデス,ポポ,ヴィッセル神戸,徳重　健太,奥井　諒,イ　グァンソン,高木　和道,相馬　崇人,伊野波　雅彦,田中　英雄,野沢　拓也,大久保　嘉人,都倉　賢,吉田　孝行
14043,3,2,雨,14.0,76%,村上　伸次,清水エスパルス,林　彰洋,吉田　豊,平岡　康裕,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,アレックス,高木　俊幸,大前　元紀,枝村　匠馬,ジミー　フランサ,ジュビロ磐田,八田　直樹,駒野　友一,チョ　ビョングク,千代反田　充,山本　脩斗,ロドリゴ　ソウト,山本　康裕,山田　大記,松浦　拓弥,菅沼　実,前田　遼一
14044,3,1,屋内,15.4,70%,中村　太,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,小川　佳純,ダニルソン,藤本　淳吾,玉田　圭司,永井　謙佑,金崎　夢生,コンサドーレ札幌,李　昊乗,高木　純平,ジェイド　ノース,奈良　竜樹,岩沼　俊介,前　貴之,河合　竜二,古田　寛幸,宮澤　裕樹,近藤　祐介,前田　俊介
14045,1,0,晴,15.5,54%,今村　義朗,サガン鳥栖,赤星　拓,丹羽　竜平,キム　クナン,小林　久晃,呂　成海,岡本　知剛,藤田　直之,水沼　宏太,金　民友,トジン,豊田　陽平,サンフレッチェ広島,西川　周作,ファン　ソッコ,千葉　和彦,水本　裕貴,ミキッチ,青山　敏弘,森﨑　和幸,森脇　良太,大﨑　淳矢,髙萩　洋次郎,佐藤　寿人
14046,3,2,晴,11.8,43%,木村　博之,ガンバ大阪,藤ヶ谷　陽介,加地　亮,中澤　聡太,今野　泰幸,藤春　廣輝,武井　択也,遠藤　保仁,倉田　秋,寺田　紳一,佐藤　晃大,ラフィーニャ,川崎フロンターレ,西部　洋平,實藤　友紀,ジェシ,森下　俊,小宮山　尊信,中村　憲剛,柴崎　晃誠,田坂　祐介,矢島　卓郎,レナト,小林　悠
14047,0,1,晴,13.6,43%,東城　穣,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,酒本　憲幸,高橋　大輔,扇原　貴宏,山口　螢,キム　ボギョン,清武　弘嗣,ブランキーニョ,ケンペス,アルビレックス新潟,東口　順昭,村上　佑介,鈴木　大輔,石川　直樹,金　珍洙,三門　雄大,本間　勲,田中　亜土夢,アラン　ミネイロ,ミシェウ,ブルーノ　ロペス
14048,2,3,屋内,22.3,36%,村上　伸次,コンサドーレ札幌,李　昊乗,日高　拓磨,ジェイド　ノース,奈良　竜樹,岩沼　俊介,前　貴之,河合　竜二,近藤　祐介,岡本　賢明,高木　純平,前田　俊介,川崎フロンターレ,西部　洋平,田中　裕介,伊藤　宏樹,森下　俊,小宮山　尊信,稲本　潤一,大島　僚太,田坂　祐介,矢島　卓郎,レナト,小林　悠
14049,1,0,晴,19.9,53%,廣瀬　格,ジュビロ磐田,八田　直樹,駒野　友一,チョ　ビョングク,藤田　義明,宮崎　智彦,山本　康裕,小林　裕紀,ペク　ソンドン,松浦　拓弥,山田　大記,前田　遼一,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,富澤　清太郎,中町　公祐,中村　俊輔,兵藤　慎剛,小野　裕二,大黒　将志
14050,3,1,晴,22.3,47%,佐藤　隆治,ヴィッセル神戸,徳重　健太,奥井　諒,イ　グァンソン,高木　和道,相馬　崇人,伊野波　雅彦,大屋　翼,野沢　拓也,橋本　英郎,田代　有三,大久保　嘉人,柏レイソル,菅野　孝憲,藤田　優人,増嶋　竜也,近藤　直也,橋本　和,澤　昌克,栗澤　僚一,大谷　秀和,ジョルジ　ワグネル,田中　順也,北嶋　秀朗
14051,1,1,曇,19.9,65%,前田　拓哉,サンフレッチェ広島,西川　周作,森脇　良太,千葉　和彦,水本　裕貴,ミキッチ,青山　敏弘,森﨑　和幸,山岸　智,石原　直樹,髙萩　洋次郎,佐藤　寿人,名古屋グランパス,楢﨑　正剛,田中　隼磨,ダニエル,田中　マルクス闘莉王,増川　隆洋,金崎　夢生,藤本　淳吾,ダニルソン,小川　佳純,永井　謙佑,玉田　圭司
14052,3,2,曇時々晴,13.5,50%,松尾　一,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,山村　和也,新井場　徹,梅鉢　貴秀,青木　剛,遠藤　康,小笠原　満男,大迫　勇也,興梠　慎三,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,酒本　憲幸,高橋　大輔,扇原　貴宏,山口　螢,キム　ボギョン,清武　弘嗣,ブランキーニョ,ケンペス
14053,1,0,雨,18.0,78%,西村　雄一,サガン鳥栖,赤星　拓,丹羽　竜平,キム　クナン,小林　久晃,呂　成海,岡本　知剛,藤田　直之,水沼　宏太,金　民友,トジン,豊田　陽平,アルビレックス新潟,東口　順昭,村上　佑介,鈴木　大輔,石川　直樹,金　珍洙,三門　雄大,本間　勲,ミシェウ,アラン　ミネイロ,平井　将生,ブルーノ　ロペス
14054,2,0,曇,12.1,58%,飯田　淳平,大宮アルディージャ,北野　貴之,坪内　秀介,菊地　光将,金　英權,下平　匠,カルリーニョス,青木　拓矢,渡邉　大剛,曺　永哲,東　慶悟,ラファエル,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,平川　忠亮,鈴木　啓太,阿部　勇樹,梅崎　司,柏木　陽介,マルシオ　リシャルデス,ポポ
14055,4,0,晴,10.4,55%,東城　穣,ベガルタ仙台,林　卓人,菅井　直樹,鎌田　次郎,上本　大海,朴　柱成,富田　晋伍,角田　誠,太田　吉彰,関口　訓充,ウイルソン,赤嶺　真吾,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,チャン　ヒョンス,太田　宏介,高橋　秀人,米本　拓司,石川　直宏,大竹　洋平,羽生　直剛,渡邉　千真
14056,3,1,曇,15.3,79%,井上　知大,ガンバ大阪,藤ヶ谷　陽介,加地　亮,中澤　聡太,今野　泰幸,藤春　廣輝,明神　智和,武井　択也,遠藤　保仁,寺田　紳一,ラフィーニャ,佐藤　晃大,清水エスパルス,林　彰洋,河井　陽介,岩下　敬輔,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,アレックス,大前　元紀,高木　俊幸,高原　直泰,ジミー　フランサ
14057,0,1,晴,24.6,47%,西村　雄一,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,チャン　ヒョンス,太田　宏介,高橋　秀人,梶山　陽平,石川　直宏,長谷川　アーリアジャスール,谷澤　達也,ルーカス,清水エスパルス,林　彰洋,吉田　豊,岩下　敬輔,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,小野　伸二,アレックス,大前　元紀,伊藤　翔,ジミー　フランサ
14058,1,2,晴,27.5,34%,扇谷　健司,名古屋グランパス,楢﨑　正剛,ダニエル,田中　マルクス闘莉王,増川　隆洋,田中　隼磨,藤本　淳吾,ダニルソン,小川　佳純,金崎　夢生,永井　謙佑,玉田　圭司,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,平川　忠亮,鈴木　啓太,阿部　勇樹,梅崎　司,柏木　陽介,マルシオ　リシャルデス,ポポ
14059,1,1,晴,18.9,75%,木村　博之,柏レイソル,稲田　康志,酒井　宏樹,増嶋　竜也,近藤　直也,橋本　和,レアンドロ　ドミンゲス,栗澤　僚一,大谷　秀和,ジョルジ　ワグネル,田中　順也,北嶋　秀朗,サガン鳥栖,赤星　拓,丹羽　竜平,小林　久晃,キム　クナン,呂　成海,水沼　宏太,岡本　知剛,藤田　直之,金　民友,トジン,豊田　陽平
