id,y,year,stage,match,gameday,time,home,away,stadium,tv,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11,address,capa,specific,prefecture,latitude,longitude,population,area,dencity,rain,match2,match3,media,month,day,weekday,hour,humid,discomfort,home_all,away_all,pred,diff,res
15134,54905,2013,1,第３４節第１日,12/07(土),15:34,34,13,埼玉スタジアム２００２,スカパー！／スカパー！プレミアムサービス／テレ玉,2,5,晴,12.6,37%,木村　博之,浦和レッズ,[40000000],[45000000],[40000000],[60000000],[45000000],[100000000],[80000000],[18000000],[60000000],[25000000],[70000000],セレッソ大阪,[35000000],2500000,[20000000],[25000000],[20000000],[25000000],2500000,[10000000],[15000000],[50000000],2500000,埼玉県さいたま市緑区中野田500,63700,1,埼玉県,35.9034,139.716,7307579,3797.75,1924.19,0,34,1,3,12,7,1,15,37,55.8304,5.83e+08,2.075e+08,45321.9,9583.11,9583.11
14190,30354,2012,1,第２２節第１日,08/18(土),19:04,21,5,豊田スタジアム,スカパー／ｅ２／スカパー光,0,5,曇,26.1,89%,家本　政明,名古屋グランパス,[90000000],2500000,2500000,[30000000],2500000,[22000000],[52000000],[60000000],[40000000],[30000000],2500000,ガンバ大阪,2500000,[35000000],[18000000],[110000000],[20000000],[33000000],[150000000],[30000000],[33000000],[80000000],[12000000],愛知県豊田市千石町7-2,40000,1,愛知県,35.0844,137.17,7526911,5172.9,1455.07,0,22,1,3,8,18,1,19,89,77.7107,3.34e+08,5.235e+08,20777.8,9576.22,9576.22
13997,29603,2012,1,第１節第１日,03/10(土),14:06,9,34,エディオンスタジアム広島,スカパー／ｅ２／スカパー光／ＮＨＫ広島,1,0,曇一時雨のち晴,11.4,52%,松尾　一,サンフレッチェ広島,[80000000],[45000000],[35000000],[42000000],[55000000],[50000000],[50000000],[30000000],[40000000],[45000000],[60000000],浦和レッズ,[25000000],[6000000],[100000000],[60000000],[45000000],[80000000],[15000000],[30000000],[60000000],[25000000],[30000000],広島県広島市安佐南区大塚西5-1-1,50000,0,広島県,34.4399,132.395,2830069,8479.47,333.76,0,1,1,4,3,10,1,14,52,53.9667,5.32e+08,4.76e+08,20086.2,9516.8,9516.8
15772,35533,2014,1,第１２節第１日,05/06(火・休),14:04,1,35,デンカビッグスワンスタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,2,1,晴,15.9,35%,高山　啓義,アルビレックス新潟,[10000000],[5800000],[10000000],[15000000],[15000000],[50000000],[4000000],[20000000],[18000000],[16000000],[25000000],清水エスパルス,[10000000],[20000000],[30000000],[60000000],[20000000],[3600000],[4800000],[10000000],[18000000],[50000000],[70000000],新潟県新潟市中央区清五郎67-12,42300,0,新潟県,37.8826,139.059,2266121,12584.2,180.08,0,12,1,3,5,6,0,14,35,59.6833,1.888e+08,2.964e+08,26098.6,9434.39,9434.39
16206,20633,2014,0,第２２節第１日,07/20(日),14:03,7,22,札幌ドーム,スカパー！／スカパー！プレミアムサービス,1,1,屋内,24.6,56%,吉田　寿光,コンサドーレ札幌,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,大分トリニータ,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,[50000000],北海道札幌市豊平区羊ヶ丘1,39232,1,北海道,43.0073,141.411,5320523,78420.8,67.85,0,22,1,2,7,20,2,14,56,71.8562,2.75e+07,7.5e+07,11292.4,9340.64,9340.64
15671,37079,2014,1,第１節第１日,03/01(土),14:04,13,9,ヤンマースタジアム長居,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合,0,1,雨,12.3,60%,家本　政明,セレッソ大阪,[35000000],[30000000],[20000000],[25000000],[20000000],[25000000],[30000000],[30000000],[10000000],[50000000],[346500000],サンフレッチェ広島,[40000000],[30000000],[35000000],[42000000],[25000000],[50000000],[25000000],[30000000],[40000000],[9000000],[60000000],大阪府大阪市東住吉区長居公園1-1,47816,1,大阪府,34.6134,135.518,8831642,1905.14,4635.69,1,1,1,3,3,1,1,14,60,54.9892,6.215e+08,3.86e+08,27761.5,9317.53,9317.53
15089,32305,2013,1,第２９節第１日,10/19(土),15:04,37,34,県立カシマサッカースタジアム,スカパー！／スカパー！プレミアムサービス,1,2,曇のち雨,18.1,74%,松尾　一,鹿島アントラーズ,[70000000],[4800000],[45000000],[15000000],[30000000],[20000000],[80000000],[25000000],2500000,2500000,[60000000],浦和レッズ,[40000000],[45000000],[40000000],[60000000],[45000000],[100000000],[80000000],[18000000],[60000000],[25000000],[70000000],茨城県鹿嶋市神向寺後山26-2,40728,1,茨城県,35.992,140.64,2896675,6097.12,475.09,0,29,1,2,10,19,1,15,74,63.6391,3.548e+08,5.83e+08,23222.8,9082.21,9082.21
15593,24813,2013,0,第４２節第１日,11/24(日),12:33,7,6,札幌ドーム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ札幌,0,0,屋内,22.5,33%,河合　英治,コンサドーレ札幌,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,ギラヴァンツ北九州,[12000000],2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,北海道札幌市豊平区羊ヶ丘1,39232,1,北海道,43.0073,141.411,5320523,78420.8,67.85,0,42,1,3,11,24,2,12,33,67.1568,2.75e+07,3.7e+07,15799.1,9013.88,9013.88
14289,32724,2012,1,第３３節第１日,11/24(土),14:36,9,13,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合,4,1,曇のち晴,10.3,80%,家本　政明,サンフレッチェ広島,[80000000],[45000000],[30000000],[42000000],[11000000],[50000000],[50000000],[12000000],[25000000],[45000000],[60000000],セレッソ大阪,[35000000],[25000000],2500000,[30000000],[25000000],2500000,[100000000],[26000000],[15000000],[50000000],[15000000],広島県広島市安佐南区大塚西5-1-1,50000,0,広島県,34.4399,132.395,2830069,8479.47,333.76,0,33,1,3,11,24,1,14,80,51.3606,4.5e+08,3.26e+08,23848.2,8875.77,8875.77
15069,33174,2013,1,第２６節第２日,09/22(日),17:05,13,29,ヤンマースタジアム長居,スカパー！／スカパー！プレミアムサービス,1,1,晴,28.4,43%,東城　穣,セレッソ大阪,[35000000],[30000000],[30000000],[25000000],[20000000],[25000000],2500000,[15000000],[100000000],[50000000],2500000,柏レイソル,[40000000],[12000000],[30000000],[15000000],[15000000],[15000000],[15000000],[40000000],2500000,[28000000],[35000000],大阪府大阪市東住吉区長居公園1-1,47816,1,大阪府,34.6134,135.518,8831642,1905.14,4635.69,0,26,2,2,9,22,2,17,43,75.2449,3.35e+08,2.475e+08,24378.7,8795.28,8795.28
14004,41069,2012,1,第２節第１日,03/17(土),14:04,34,29,埼玉スタジアム２００２,スカパー／ｅ２／スカパー光／ＮＨＫ総合,1,0,雨のち曇,7.2,79%,東城　穣,浦和レッズ,[25000000],[55000000],[40000000],[60000000],[45000000],[80000000],[100000000],[30000000],[60000000],[25000000],2500000,柏レイソル,[40000000],2500000,[40000000],[30000000],[15000000],[80000000],[15000000],[40000000],2500000,[28000000],2500000,埼玉県さいたま市緑区中野田500,63700,1,埼玉県,35.9034,139.716,7307579,3797.75,1924.19,1,2,1,4,3,17,1,14,79,46.4661,5.225e+08,2.955e+08,32559.2,8509.76,8509.76
15684,42850,2014,1,第２節第１日,03/08(土),16:04,34,8,埼玉スタジアム２００２,スカパー！／スカパー！プレミアムサービス,0,1,晴,9.6,29%,家本　政明,浦和レッズ,[80000000],[6000000],[40000000],[60000000],[45000000],[100000000],[60000000],[18000000],[30000000],[25000000],[70000000],サガン鳥栖,[14000000],[11000000],[10000000],[7000000],[30000000],[9000000],[20000000],[9000000],[10000000],[11000000],[30000000],埼玉県さいたま市緑区中野田500,63700,1,埼玉県,35.9034,139.716,7307579,3797.75,1924.19,0,2,1,2,3,8,1,16,29,52.6852,5.34e+08,1.61e+08,34465.2,8384.76,8384.76
14133,35506,2012,1,第１６節第１日,06/30(土),19:03,1,37,デンカビッグスワンスタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,1,1,晴,25.7,59%,今村　義朗,アルビレックス新潟,[35000000],2500000,[15000000],[17000000],[10000000],[15000000],[25000000],[16000000],[18000000],2500000,2500000,鹿島アントラーズ,[70000000],[20000000],2500000,[15000000],[30000000],[20000000],[80000000],[25000000],[100000000],[70000000],2500000,新潟県新潟市中央区清五郎67-12,42300,0,新潟県,37.8826,139.059,2266121,12584.2,180.08,0,16,1,3,6,30,1,19,59,73.6914,1.585e+08,4.35e+08,27168.7,8337.28,8337.28
15129,36361,2013,1,第３３節第１日,11/30(土),14:03,13,37,ヤンマースタジアム長居,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１（録）,1,2,晴,10.5,44%,扇谷　健司,セレッソ大阪,[35000000],2500000,[20000000],[25000000],[20000000],[25000000],2500000,[10000000],[100000000],[50000000],2500000,鹿島アントラーズ,[70000000],[4800000],2500000,[45000000],[30000000],[20000000],[80000000],[25000000],2500000,[10000000],2500000,大阪府大阪市東住吉区長居公園1-1,47816,1,大阪府,34.6134,135.518,8831642,1905.14,4635.69,0,33,1,3,11,30,1,14,44,53.0868,2.925e+08,2.923e+08,28061.1,8299.91,8299.91
15015,23814,2013,1,第２０節第１日,08/10(土),19:05,22,29,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス,0,0,晴,31.3,62%,松尾　一,大分トリニータ,[10000000],2500000,2500000,2500000,2500000,2500000,[50000000],2500000,2500000,2500000,2500000,柏レイソル,[40000000],[12000000],[15000000],[38000000],[15000000],[80000000],[15000000],[40000000],2500000,[35000000],2500000,大分県大分市大字横尾1351,40000,0,大分県,33.2007,131.659,1151853,6340.74,181.66,0,20,1,2,8,10,1,19,62,81.9989,8.25e+07,2.95e+08,15527.6,8286.38,8286.38
14934,46649,2013,1,第１１節第１日,05/11(土),19:03,34,37,埼玉スタジアム２００２,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／テレ玉,3,1,雨,17.1,89%,佐藤　隆治,浦和レッズ,[25000000],[45000000],[40000000],[60000000],[45000000],[100000000],[80000000],[18000000],[60000000],[25000000],[70000000],鹿島アントラーズ,[70000000],[20000000],2500000,[45000000],[30000000],[20000000],[80000000],2500000,[30000000],2500000,[60000000],埼玉県さいたま市緑区中野田500,63700,1,埼玉県,35.9034,139.716,7307579,3797.75,1924.19,1,11,1,4,5,11,1,19,89,62.4908,5.68e+08,3.625e+08,38391,8257.98,8257.98
15812,23277,2014,1,第１６節第１日,07/23(水),19:04,8,24,ベストアメニティスタジアム,スカパー！／スカパー！プレミアムサービス,0,1,曇,29.2,77%,松尾　一,サガン鳥栖,[14000000],[11000000],[10000000],[3600000],[30000000],[9000000],[10000000],[9000000],[10000000],[11000000],[30000000],川崎フロンターレ,[7000000],[20000000],[9000000],[4800000],[10000000],[8000000],[100000000],[5000000],[10000000],[15000000],[90000000],佐賀県鳥栖市京町812,24490,0,佐賀県,33.3725,130.52,823620,2440.68,337.46,0,16,1,2,7,23,3,19,77,81.2002,1.476e+08,2.788e+08,15246.2,8030.79,8030.79
16164,15138,2014,0,第１８節第１日,06/14(土),13:05,38,12,岐阜メモリアルセンター長良川競技場,スカパー！／スカパー！プレミアムサービス／岐阜放送,0,4,晴,30.8,38%,岡部　拓人,ＦＣ岐阜,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,ジュビロ磐田,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,岐阜県岐阜市長良福光大野2675-28,20000,0,岐阜県,35.4413,136.766,2010698,10621.3,189.31,0,18,1,3,6,14,1,13,38,77.401,2.75e+07,2.75e+07,7315.53,7822.47,7822.47
15013,30478,2013,1,第２０節第１日,08/10(土),19:04,21,34,豊田スタジアム,スカパー！／スカパー！プレミアムサービス／中京テレビ（録）,2,0,晴,29.8,72%,飯田　淳平,名古屋グランパス,[90000000],2500000,[150000000],[30000000],[20000000],[60000000],[38000000],[52000000],[40000000],[65000000],[100000000],浦和レッズ,[25000000],[45000000],[40000000],[60000000],[45000000],[100000000],[80000000],[18000000],[60000000],[25000000],[70000000],愛知県豊田市千石町7-2,40000,1,愛知県,35.0844,137.17,7526911,5172.9,1455.07,0,20,1,3,8,10,1,19,72,81.3834,6.475e+08,5.68e+08,22983.6,7494.38,7494.38
15565,22468,2013,0,第３９節第１日,11/03(日・祝),19:04,19,20,ノエビアスタジアム神戸,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,0,0,屋内,20.7,74%,榎本　一慶,ヴィッセル神戸,[25000000],[12000000],[30000000],[30000000],[30000000],2500000,[35000000],2500000,[25000000],[20000000],2500000,京都サンガF.C.,2500000,2500000,[15000000],2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,兵庫県神戸市兵庫区御崎町1-2-2,30132,1,兵庫県,34.6568,135.17,5502987,8400.93,655.04,0,39,1,3,11,3,0,19,74,67.6498,2.145e+08,4e+07,15274.8,7193.21,7193.21
15021,22530,2013,1,第２１節第１日,08/17(土),19:03,8,23,ベストアメニティスタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,2,1,晴,31.1,56%,高山　啓義,サガン鳥栖,[14000000],[11000000],[7000000],[10000000],[10000000],[9000000],[9000000],[11000000],[9000000],[11000000],[30000000],大宮アルディージャ,[30000000],[8500000],[35000000],[12000000],[20000000],[30000000],[40000000],[24000000],[50000000],[70000000],[70000000],佐賀県鳥栖市京町812,24490,0,佐賀県,33.3725,130.52,823620,2440.68,337.46,0,21,1,3,8,17,1,19,56,80.7248,1.31e+08,3.895e+08,15633.8,6896.24,6896.24
15280,23012,2013,0,第１３節第１日,05/06(月・休),16:04,19,5,ノエビアスタジアム神戸,スカパー！／スカパー！プレミアムサービス,2,0,晴,20.1,53%,佐藤　隆治,ヴィッセル神戸,[25000000],[12000000],[12000000],[30000000],[10000000],2500000,[20000000],2500000,[25000000],[40000000],2500000,ガンバ大阪,2500000,[45000000],[9000000],[110000000],[20000000],[10000000],[150000000],[50000000],[33000000],[9000000],[80000000],兵庫県神戸市兵庫区御崎町1-2-2,30132,1,兵庫県,34.6568,135.17,5502987,8400.93,655.04,0,13,1,2,5,6,0,16,53,65.5485,1.815e+08,5.185e+08,16176.7,6835.33,6835.33
14218,25352,2012,1,第２５節第１日,09/15(土),19:04,9,15,エディオンスタジアム広島,スカパー／ｅ２／スカパー光,2,1,雨のち曇,24,89%,扇谷　健司,サンフレッチェ広島,[80000000],[45000000],[35000000],[42000000],[11000000],[50000000],[50000000],[12000000],[25000000],[45000000],[60000000],ベガルタ仙台,[40000000],[20000000],[20000000],[20000000],2500000,[17000000],[26000000],[20000000],[42000000],[30000000],[70000000],広島県広島市安佐南区大塚西5-1-1,50000,0,広島県,34.4399,132.395,2830069,8479.47,333.76,1,25,1,3,9,15,1,19,89,74.1594,4.55e+08,3.075e+08,18615.6,6736.42,6736.42
16177,13016,2014,0,第１９節第１日,06/21(土),18:05,38,41,岐阜メモリアルセンター長良川競技場,スカパー！／スカパー！プレミアムサービス,1,1,曇,25,64%,佐藤　隆治,ＦＣ岐阜,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,Ｖ・ファーレン長崎,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,岐阜県岐阜市長良福光大野2675-28,20000,0,岐阜県,35.4413,136.766,2010698,10621.3,189.31,0,19,1,2,6,21,1,18,64,73.238,2.75e+07,2.75e+07,6290.37,6725.63,6725.63
14240,28745,2012,1,第２８節第１日,10/06(土),15:34,12,35,エコパスタジアム,スカパー！／スカパー！プレミアムサービス,0,1,晴,24.9,56%,飯田　淳平,ジュビロ磐田,2500000,2500000,2500000,2500000,2500000,2500000,[13000000],2500000,2500000,[11000000],2500000,清水エスパルス,[14000000],[60000000],[30000000],2500000,[20000000],[25000000],[40000000],[8000000],[50000000],2500000,[18000000],静岡県袋井市愛野2300-1,50889,0,静岡県,34.7447,137.969,3673401,7777.43,472.32,0,28,1,2,10,6,1,15,56,72.2656,4.65e+07,2.7e+08,22094.3,6650.73,6650.73
14007,30764,2012,1,第２節第１日,03/17(土),14:04,13,5,ヤンマースタジアム長居,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／ＮＨＫ大阪,2,1,曇,17.1,70%,吉田　寿光,セレッソ大阪,[35000000],[25000000],2500000,[30000000],[20000000],[25000000],2500000,2500000,2500000,2500000,2500000,ガンバ大阪,2500000,[45000000],[25000000],[110000000],[20000000],[33000000],[150000000],[30000000],[30000000],2500000,2500000,大阪府大阪市東住吉区長居公園1-1,47816,1,大阪府,34.6134,135.518,8831642,1905.14,4635.69,0,2,1,4,3,17,1,14,70,61.9913,1.5e+08,4.505e+08,24166.6,6597.39,6597.39
16147,12400,2014,0,第１６節第１日,05/31(土),16:04,36,27,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー！／スカパー！プレミアムサービス,1,0,晴,23.6,70%,小屋　幸栄,湘南ベルマーレ,2500000,2500000,2500000,2500000,[16000000],2500000,2500000,2500000,2500000,2500000,2500000,東京ヴェルディ,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,神奈川県平塚市大原1-1,15100,0,神奈川県,35.3421,139.343,9161139,2415.92,3791.99,0,16,1,2,5,31,1,16,70,71.7608,4.1e+07,2.75e+07,5865.74,6534.26,6534.26
14750,17028,2012,0,第４１節第１日,11/04(日),13:05,22,16,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス,3,0,曇,17.7,57%,岡部　拓人,大分トリニータ,[10000000],2500000,2500000,2500000,2500000,[9000000],2500000,2500000,2500000,[10000000],2500000,モンテディオ山形,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,大分県大分市大字横尾1351,40000,0,大分県,33.2007,131.659,1151853,6340.74,181.66,0,41,1,2,11,4,2,13,57,62.4741,4.9e+07,2.75e+07,10532,6495.98,6495.98
15698,32099,2014,1,第４節第１日,03/23(日),15:04,37,13,県立カシマサッカースタジアム,スカパー！／スカパー！プレミアムサービス,0,2,晴,13.9,38%,吉田　寿光,鹿島アントラーズ,[70000000],[4800000],[45000000],[5500000],[12000000],[20000000],[80000000],[25000000],[3600000],[10000000],[60000000],セレッソ大阪,[35000000],[20000000],[25000000],[20000000],2500000,[30000000],[30000000],[10000000],[15000000],[50000000],[346500000],茨城県鹿嶋市神向寺後山26-2,40728,1,茨城県,35.992,140.64,2896675,6097.12,475.09,0,4,1,2,3,23,2,15,38,57.3542,3.359e+08,5.84e+08,25657.2,6441.78,6441.78
15157,18153,2013,0,第２節第１日,03/10(日),13:03,41,5,長崎県立総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス,1,3,曇,19.6,56%,福島　孝一郎,Ｖ・ファーレン長崎,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,[7200000],2500000,ガンバ大阪,2500000,[18000000],[35000000],[110000000],[20000000],[33000000],[150000000],[9000000],[30000000],2500000,[33000000],長崎県諫早市宇都町27-1,20246,0,長崎県,32.8379,130.04,1353550,4132.2,327.56,0,2,1,2,3,10,2,13,56,65.0342,3.22e+07,4.43e+08,11743.4,6409.56,6409.56
16180,12994,2014,0,第１９節第１日,06/21(土),19:04,12,36,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス,1,2,曇,23.3,80%,東城　穣,ジュビロ磐田,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,湘南ベルマーレ,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,静岡県磐田市新貝2500,15165,1,静岡県,34.7228,137.879,3673401,7777.43,472.32,0,19,1,2,6,21,1,19,80,72.1866,2.75e+07,2.75e+07,6609.01,6384.99,6384.99
15787,54350,2014,1,第１４節第１日,05/17(土),14:04,34,13,埼玉スタジアム２００２,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合,1,0,晴,23.6,26%,木村　博之,浦和レッズ,[80000000],[45000000],[40000000],[60000000],[30000000],[40000000],[100000000],[18000000],[25000000],[60000000],[70000000],セレッソ大阪,[35000000],[30000000],[20000000],2500000,[30000000],[30000000],[10000000],[20000000],[25000000],[50000000],[346500000],埼玉県さいたま市緑区中野田500,63700,1,埼玉県,35.9034,139.716,7307579,3797.75,1924.19,0,14,1,3,5,17,1,14,26,67.7726,5.68e+08,5.99e+08,47996.9,6353.12,6353.12
