id,y,year,stage,match,gameday,time,home,away,stadium,tv,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11,address,capa,specific,prefecture,latitude,longitude,population,area,dencity,rain,match2,match3,media,month,day,weekday,hour,humid,discomfort,home_all,away_all,pred,diff,res
14873,13859,2013,1,第５節第１日,04/06(土),14:03,39,23,味の素スタジアム,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,0,1,曇のち雨,18,58%,前田　拓哉,ＦＣ東京,[35000000],[58000000],[50000000],[30000000],[36000000],[30000000],[30000000],[30000000],[50000000],2500000,[40000000],大宮アルディージャ,[30000000],[15000000],[35000000],[12000000],[20000000],[30000000],[40000000],[30000000],[50000000],[8500000],[70000000],東京都調布市西町376-3,49970,1,東京都,35.6634,139.525,13742906,2191,6272.44,0,5,1,3,4,6,1,14,58,62.9216,3.915e+08,3.405e+08,20587.3,-6728.29,6728.29
14051,11123,2012,1,第７節第１日,04/21(土),14:05,9,21,エディオンスタジアム広島,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,1,1,曇,19.9,65%,前田　拓哉,サンフレッチェ広島,[80000000],[45000000],[35000000],[42000000],[55000000],[50000000],[50000000],[30000000],[40000000],[45000000],[60000000],名古屋グランパス,[90000000],2500000,2500000,[150000000],[30000000],2500000,[60000000],[52000000],[40000000],[30000000],[65000000],広島県広島市安佐南区大塚西5-1-1,50000,0,広島県,34.4399,132.395,2830069,8479.47,333.76,0,7,1,4,4,21,1,14,65,65.9296,5.32e+08,5.245e+08,17835.9,-6712.94,6712.94
14880,23295,2013,1,第５節第１日,04/06(土),19:04,34,12,埼玉スタジアム２００２,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／テレ玉,2,1,雨,15.6,95%,松尾　一,浦和レッズ,[25000000],[45000000],[40000000],[60000000],[30000000],[100000000],[80000000],[18000000],[60000000],[25000000],[70000000],ジュビロ磐田,2500000,2500000,2500000,2500000,[20000000],2500000,[13000000],2500000,2500000,2500000,2500000,埼玉県さいたま市緑区中野田500,63700,1,埼玉県,35.9034,139.716,7307579,3797.75,1924.19,1,5,1,4,4,6,1,19,95,60.0228,5.53e+08,5.55e+07,29967.2,-6672.22,6672.22
15722,26762,2014,1,第６節第１日,04/06(日),19:04,34,15,埼玉スタジアム２００２,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／テレ玉,4,0,晴,7.7,32%,西村　雄一,浦和レッズ,[80000000],[45000000],[40000000],[60000000],[45000000],[60000000],[100000000],[18000000],[25000000],[70000000],[50000000],ベガルタ仙台,[6000000],[20000000],[12000000],[20000000],[17000000],[20000000],[17000000],[26000000],[42000000],[24000000],[70000000],埼玉県さいたま市緑区中野田500,63700,1,埼玉県,35.9034,139.716,7307579,3797.75,1924.19,0,6,1,4,4,6,2,19,32,50.4004,5.93e+08,2.74e+08,33251.3,-6489.3,6489.3
14034,15854,2012,1,第５節第１日,04/07(土),15:04,1,31,デンカビッグスワンスタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）／ＮＨＫ新潟,0,0,曇,3.4,63%,佐藤　隆治,アルビレックス新潟,[35000000],2500000,[15000000],[17000000],[15000000],[15000000],[25000000],[18000000],2500000,[23000000],2500000,横浜Ｆ・マリノス,[15000000],[30000000],[70000000],[120000000],[100000000],[30000000],[30000000],[30000000],[130000000],2500000,2500000,新潟県新潟市中央区清五郎67-12,42300,0,新潟県,37.8826,139.059,2266121,12584.2,180.08,0,5,1,4,4,7,1,15,63,42.1656,1.705e+08,5.6e+08,22336.3,-6482.34,6482.34
14839,15051,2013,1,第１節第１日,03/02(土),14:05,13,1,ヤンマースタジアム長居,スカパー！／スカパー！プレミアムサービス／ＮＨＫ大阪／ＮＨＫ新潟,1,0,曇時々晴,6.6,43%,東城　穣,セレッソ大阪,[35000000],2500000,[30000000],[20000000],[25000000],2500000,[10000000],[15000000],[100000000],[50000000],2500000,アルビレックス新潟,[13000000],[16000000],[15000000],2500000,[15000000],[15000000],[50000000],[20000000],[18000000],[30000000],2500000,大阪府大阪市東住吉区長居公園1-1,47816,1,大阪府,34.6134,135.518,8831642,1905.14,4635.69,0,1,1,4,3,2,1,14,43,48.3066,2.925e+08,1.97e+08,21527,-6475.95,6475.95
14256,32090,2012,1,第３０節第１日,10/27(土),14:03,34,13,埼玉スタジアム２００２,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ／テレ玉,0,0,晴,20.1,45%,松尾　一,浦和レッズ,[25000000],[55000000],[40000000],[60000000],[18000000],[80000000],[100000000],[30000000],[60000000],[100000000],[25000000],セレッソ大阪,[35000000],2500000,[30000000],[20000000],[25000000],2500000,[100000000],[26000000],2500000,[50000000],[15000000],埼玉県さいたま市緑区中野田500,63700,1,埼玉県,35.9034,139.716,7307579,3797.75,1924.19,0,30,1,4,10,27,1,14,45,65.1005,5.93e+08,3.085e+08,38446,-6356,6356
15132,10639,2013,1,第３３節第１日,11/30(土),17:05,22,24,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス,0,1,晴時々曇,11.8,37%,今村　義朗,大分トリニータ,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,川崎フロンターレ,[10000000],[32000000],[50000000],[20000000],[10000000],[20000000],[80000000],[100000000],[8000000],[45000000],[90000000],大分県大分市大字横尾1351,40000,0,大分県,33.2007,131.659,1151853,6340.74,181.66,0,33,1,2,11,30,1,17,37,54.8893,2.75e+07,4.65e+08,16965,-6326,6326
14892,16804,2013,1,第７節第１日,04/20(土),14:04,39,21,味の素スタジアム,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,3,1,曇のち雨,10.3,57%,井上　知大,ＦＣ東京,[35000000],[58000000],[50000000],[30000000],[36000000],[30000000],[25000000],2500000,[30000000],[30000000],[40000000],名古屋グランパス,[90000000],2500000,[150000000],[30000000],[4800000],[23000000],[22000000],[52000000],[40000000],[65000000],[100000000],東京都調布市西町376-3,49970,1,東京都,35.6634,139.525,13742906,2191,6272.44,0,7,1,3,4,20,1,14,57,52.3043,3.665e+08,5.793e+08,22996.2,-6192.24,6192.24
14273,10266,2012,1,第３２節第１日,11/17(土),17:03,7,8,札幌ドーム,スカパー！／スカパー！プレミアムサービス,2,3,屋内,20.3,39%,前田　拓哉,コンサドーレ札幌,2500000,2500000,2500000,2500000,2500000,[20000000],2500000,2500000,2500000,2500000,2500000,サガン鳥栖,[10000000],[11000000],2500000,2500000,[11000000],[9000000],[11000000],[9000000],[13000000],[11000000],[30000000],北海道札幌市豊平区羊ヶ丘1,39232,1,北海道,43.0073,141.411,5320523,78420.8,67.85,0,32,1,2,11,17,1,17,39,65.0038,4.5e+07,1.2e+08,15846.9,-5580.88,5580.88
14245,8793,2012,1,第２８節第１日,10/06(土),15:03,21,23,名古屋市瑞穂陸上競技場,スカパー！／スカパー！プレミアムサービス,0,0,曇,26.5,41%,扇谷　健司,名古屋グランパス,[90000000],2500000,[150000000],[30000000],[20000000],[40000000],[22000000],[52000000],2500000,[30000000],[65000000],大宮アルディージャ,[30000000],[18000000],[35000000],[30000000],[20000000],[80000000],[30000000],[40000000],[50000000],[30000000],[70000000],愛知県名古屋市瑞穂区山下通5-1,20000,0,愛知県,35.1223,136.943,7526911,5172.9,1455.07,0,28,1,2,10,6,1,15,41,72.6583,5.04e+08,4.33e+08,14283.1,-5490.13,5490.13
15720,14165,2014,1,第６節第１日,04/06(日),16:04,39,8,味の素スタジアム,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,2,1,曇のち晴,10,31%,中村　太,ＦＣ東京,[35000000],[58000000],[30000000],[6000000],[36000000],[25000000],[4000000],[30000000],[70000000],[30000000],[12000000],サガン鳥栖,[14000000],[11000000],[3600000],[7000000],[30000000],[9000000],[11000000],[9000000],[10000000],[11000000],[30000000],東京都調布市西町376-3,49970,1,東京都,35.6634,139.525,13742906,2191,6272.44,0,6,1,3,4,6,2,16,31,53.036,3.36e+08,1.456e+08,19647.7,-5482.74,5482.74
14171,8226,2012,1,第２０節第１日,08/04(土),19:04,13,7,キンチョウスタジアム,スカパー／ｅ２／スカパー光,4,0,晴,30.4,62%,中村　太,セレッソ大阪,[35000000],2500000,[20000000],[25000000],2500000,[100000000],[26000000],[7000000],[12000000],[10000000],[50000000],コンサドーレ札幌,2500000,2500000,2500000,2500000,2500000,[20000000],2500000,2500000,2500000,2500000,2500000,大阪府大阪市東住吉区長居公園1-1,19628,0,大阪府,34.6134,135.518,8831642,1905.14,4635.69,0,20,1,3,8,4,1,19,62,80.7175,2.9e+08,4.5e+07,13688.1,-5462.1,5462.1
15585,4777,2013,0,第４１節第１日,11/17(日),17:03,27,25,味の素スタジアム,スカパー！／スカパー！プレミアムサービス,1,1,晴,14.9,50%,廣瀬　格,東京ヴェルディ,2500000,2500000,2500000,[23000000],2500000,2500000,2500000,2500000,2500000,2500000,2500000,徳島ヴォルティス,[8000000],[6500000],[8500000],[18000000],[14000000],2500000,[20000000],[9000000],[8800000],[20000000],[15000000],東京都調布市西町376-3,49970,1,東京都,35.6634,139.525,13742906,2191,6272.44,0,41,1,2,11,17,2,17,50,58.5945,4.8e+07,1.303e+08,10178.9,-5401.93,5401.93
14042,25894,2012,1,第６節第１日,04/14(土),15:04,34,19,埼玉スタジアム２００２,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／テレ玉,2,0,雨,10.4,78%,高山　啓義,浦和レッズ,[25000000],[55000000],[40000000],[60000000],[45000000],[80000000],[100000000],[30000000],[60000000],[100000000],2500000,ヴィッセル神戸,[25000000],[12000000],2500000,2500000,[30000000],2500000,[20000000],[30000000],[90000000],2500000,2500000,埼玉県さいたま市緑区中野田500,63700,1,埼玉県,35.9034,139.716,7307579,3797.75,1924.19,1,6,1,4,4,14,1,15,78,51.6009,5.975e+08,2.195e+08,31285.5,-5391.52,5391.52
14088,12073,2012,1,第１１節第１日,05/12(土),15:04,9,31,エディオンスタジアム広島,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,1,3,晴,20.5,48%,木村　博之,サンフレッチェ広島,[80000000],[45000000],[35000000],[42000000],[55000000],[50000000],[50000000],[30000000],[40000000],[45000000],[60000000],横浜Ｆ・マリノス,[15000000],[30000000],[70000000],[120000000],[100000000],[50000000],[30000000],[130000000],[20000000],2500000,[150000000],広島県広島市安佐南区大塚西5-1-1,50000,0,広島県,34.4399,132.395,2830069,8479.47,333.76,0,11,1,3,5,12,1,15,48,65.7826,5.32e+08,7.175e+08,17411.4,-5338.44,5338.44
15785,12960,2014,1,第１３節第１日,05/10(土),14:04,9,35,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス,1,1,晴,23.9,39%,東城　穣,サンフレッチェ広島,[40000000],[30000000],[35000000],[42000000],[55000000],[50000000],[50000000],[12000000],[40000000],[25000000],[60000000],清水エスパルス,[10000000],[20000000],[30000000],[60000000],[20000000],[40000000],[4800000],[10000000],[18000000],[50000000],[70000000],広島県広島市安佐南区大塚西5-1-1,50000,0,広島県,34.4399,132.395,2830069,8479.47,333.76,0,13,1,2,5,10,1,14,39,69.3098,4.39e+08,3.328e+08,18209,-5248.97,5248.97
14277,22647,2012,1,第３２節第１日,11/17(土),14:03,31,29,日産スタジアム,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ,1,2,雨,17.7,80%,中村　太,横浜Ｆ・マリノス,[25000000],[10000000],[15000000],[120000000],[100000000],[30000000],[6000000],[30000000],[130000000],[20000000],[150000000],柏レイソル,[40000000],[12000000],[30000000],[38000000],[15000000],[80000000],[35000000],[15000000],[40000000],2500000,[35000000],神奈川県横浜市港北区小机町3300,72327,0,神奈川県,35.5111,139.605,9161139,2415.92,3791.99,1,32,1,3,11,17,1,14,80,63.2154,6.36e+08,3.425e+08,27887.6,-5240.64,5240.64
15103,14016,2013,1,第３０節第２日,10/27(日),16:04,21,23,豊田スタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ名古屋,2,1,晴,17.1,39%,扇谷　健司,名古屋グランパス,[90000000],2500000,[150000000],[30000000],[20000000],[40000000],[38000000],[52000000],[65000000],[30000000],[100000000],大宮アルディージャ,[30000000],[18000000],[35000000],[15000000],[20000000],[12000000],[24000000],[30000000],[50000000],[70000000],[70000000],愛知県豊田市千石町7-2,40000,1,愛知県,35.0844,137.17,7526911,5172.9,1455.07,0,30,2,3,10,27,2,16,39,61.1763,6.175e+08,3.74e+08,19235.6,-5219.64,5219.64
15051,9108,2013,1,第２４節第１日,08/31(土),19:05,22,35,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス,2,3,屋内,24.9,89%,扇谷　健司,大分トリニータ,[10000000],2500000,2500000,2500000,2500000,2500000,[50000000],2500000,2500000,[4800000],2500000,清水エスパルス,[10000000],[30000000],[60000000],[25000000],[12000000],[18000000],[40000000],[40000000],[25000000],[50000000],[50000000],大分県大分市大字横尾1351,40000,0,大分県,33.2007,131.659,1151853,6340.74,181.66,0,24,1,2,8,31,1,19,89,75.6814,8.48e+07,3.6e+08,14232.1,-5124.15,5124.15
15112,8039,2013,1,第３１節第１日,11/10(日),16:05,22,1,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス,1,3,曇時々雨のち晴,17.1,77%,扇谷　健司,大分トリニータ,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,アルビレックス新潟,[35000000],[15000000],[10000000],[15000000],[15000000],[50000000],[20000000],[18000000],[16000000],[30000000],[25000000],大分県大分市大字横尾1351,40000,0,大分県,33.2007,131.659,1151853,6340.74,181.66,0,31,1,2,11,10,2,16,77,62.1753,2.75e+07,2.49e+08,12989.8,-4950.79,4950.79
15724,19181,2014,1,第７節第２日,04/12(土),14:04,31,15,日産スタジアム,スカパー！／スカパー！プレミアムサービス,0,2,晴,18.4,22%,木村　博之,横浜Ｆ・マリノス,[25000000],[30000000],[70000000],[120000000],[20000000],[30000000],[30000000],[30000000],[130000000],[20000000],[8000000],ベガルタ仙台,[6000000],[15000000],[12000000],[20000000],[17000000],[20000000],[17000000],[26000000],[42000000],[30000000],[70000000],神奈川県横浜市港北区小机町3300,72327,0,神奈川県,35.5111,139.605,9161139,2415.92,3791.99,0,7,2,2,4,12,1,14,22,62.0655,5.13e+08,2.75e+08,24080.7,-4899.73,4899.73
14082,10626,2012,1,第１０節第１日,05/06(日),19:04,37,8,県立カシマサッカースタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,0,0,曇,16.8,75%,東城　穣,鹿島アントラーズ,[70000000],[20000000],2500000,[15000000],[30000000],[20000000],[25000000],[80000000],[100000000],2500000,[70000000],サガン鳥栖,[10000000],[11000000],[12000000],2500000,[7000000],[9000000],[9000000],[10000000],[10000000],[13000000],[30000000],茨城県鹿嶋市神向寺後山26-2,40728,1,茨城県,35.992,140.64,2896675,6097.12,475.09,0,10,1,3,5,6,2,19,75,61.657,4.35e+08,1.235e+08,15503.4,-4877.41,4877.41
14022,16229,2012,1,第４節第１日,03/31(土),14:04,39,9,味の素スタジアム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＴＯＫＹＯ　ＭＸ（録）,0,1,雨,16.3,82%,佐藤　隆治,ＦＣ東京,[35000000],[58000000],[50000000],[30000000],[36000000],[30000000],2500000,[50000000],[20000000],2500000,2500000,サンフレッチェ広島,[80000000],[45000000],[35000000],[42000000],[55000000],[50000000],[50000000],[30000000],[8800000],[45000000],[60000000],東京都調布市西町376-3,49970,1,東京都,35.6634,139.525,13742906,2191,6272.44,1,4,1,4,3,31,1,14,82,61.0093,3.165e+08,5.008e+08,21018.6,-4789.6,4789.6
15712,12174,2014,1,第５節第２日,03/29(土),15:04,19,34,ノエビアスタジアム神戸,スカパー！／スカパー！プレミアムサービス,3,1,晴,17.7,58%,扇谷　健司,ヴィッセル神戸,[25000000],[18000000],[12000000],[30000000],[30000000],[20000000],[100000000],[20000000],[25000000],[120000000],[150000000],浦和レッズ,[80000000],[45000000],[40000000],[60000000],[45000000],[80000000],[100000000],[18000000],[25000000],[30000000],[70000000],兵庫県神戸市兵庫区御崎町1-2-2,30132,1,兵庫県,34.6568,135.17,5502987,8400.93,655.04,0,5,2,2,3,29,1,15,58,62.5063,5.5e+08,5.93e+08,16954,-4780.01,4780.01
14217,13091,2012,1,第２５節第１日,09/15(土),19:04,19,12,神戸総合運動公園ユニバー記念競技場,スカパー／ｅ２／スカパー光,1,2,曇,25.8,59%,木村　博之,ヴィッセル神戸,[25000000],[12000000],[30000000],2500000,[30000000],[20000000],[35000000],[30000000],[25000000],[40000000],[90000000],ジュビロ磐田,2500000,[18000000],2500000,2500000,2500000,[13000000],2500000,2500000,[11000000],2500000,2500000,兵庫県神戸市須磨区緑台,45000,0,兵庫県,34.682,135.076,5502987,8400.93,655.04,0,25,1,3,9,15,1,19,59,73.8308,3.395e+08,6.2e+07,17797.7,-4706.71,4706.71
14276,17454,2012,1,第３２節第１日,11/17(土),17:04,39,19,味の素スタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１（録）／ＴＯＫＹＯ　ＭＸ,0,1,雨,10.1,76%,飯田　淳平,ＦＣ東京,[35000000],[58000000],[50000000],2500000,[20000000],[30000000],[30000000],[50000000],[50000000],2500000,2500000,ヴィッセル神戸,2500000,[12000000],[30000000],2500000,[30000000],[20000000],[35000000],[30000000],[25000000],[90000000],2500000,東京都調布市西町376-3,49970,1,東京都,35.6634,139.525,13742906,2191,6272.44,1,32,1,4,11,17,1,17,76,51.2122,3.305e+08,2.795e+08,22144.8,-4690.83,4690.83
15480,10802,2013,0,第３１節第１日,08/25(日),19:05,19,0,神戸総合運動公園ユニバー記念競技場,スカパー！／スカパー！プレミアムサービス,4,0,晴,24.6,66%,扇谷　健司,ヴィッセル神戸,[25000000],[12000000],[12000000],2500000,[35000000],[20000000],[20000000],2500000,[12000000],[20000000],2500000,アビスパ福岡,2500000,2500000,2500000,2500000,2500000,2500000,[10000000],2500000,2500000,2500000,2500000,兵庫県神戸市須磨区緑台,45000,0,兵庫県,34.682,135.076,5502987,8400.93,655.04,0,31,1,2,8,25,2,19,66,72.8616,1.635e+08,3.5e+07,15463.4,-4661.36,4661.36
14056,8548,2012,1,第７節第２日,04/22(日),19:03,5,35,万博記念競技場,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,3,1,曇,15.3,79%,井上　知大,ガンバ大阪,2500000,[45000000],[25000000],[110000000],[20000000],[33000000],[15000000],[150000000],2500000,2500000,[12000000],清水エスパルス,[14000000],[18000000],[35000000],[60000000],2500000,[25000000],[20000000],[50000000],[25000000],2500000,2500000,大阪府吹田市千里万博公園5-2,21000,1,大阪府,34.8104,135.542,8831642,1905.14,4635.69,0,7,2,3,4,22,2,19,79,59.3621,4.175e+08,2.545e+08,13153,-4604.96,4604.96
15025,21420,2013,1,第２２節第１日,08/24(土),18:04,35,34,エコパスタジアム,スカパー！／スカパー！プレミアムサービス,0,2,曇,28.2,63%,佐藤　隆治,清水エスパルス,[10000000],[20000000],[30000000],[60000000],[10000000],[25000000],[40000000],[10000000],[18000000],[50000000],[50000000],浦和レッズ,[25000000],[45000000],[40000000],[60000000],[45000000],[100000000],[80000000],[18000000],[60000000],[25000000],[70000000],静岡県袋井市愛野2300-1,50889,0,静岡県,34.7447,137.969,3673401,7777.43,472.32,0,22,1,2,8,24,1,18,63,77.7213,3.23e+08,5.68e+08,26000.2,-4580.18,4580.18
14855,19195,2013,1,第３節第１日,03/16(土),14:03,31,12,日産スタジアム,スカパー！／スカパー！プレミアムサービス,2,1,晴,17.5,25%,高山　啓義,横浜Ｆ・マリノス,[25000000],[30000000],[70000000],[120000000],[100000000],[30000000],[50000000],[130000000],[30000000],[15000000],[150000000],ジュビロ磐田,2500000,2500000,2500000,2500000,2500000,2500000,[13000000],2500000,[20000000],2500000,2500000,神奈川県横浜市港北区小机町3300,72327,0,神奈川県,35.5111,139.605,9161139,2415.92,3791.99,0,3,1,2,3,16,1,14,25,61.2312,7.5e+08,5.55e+07,23762.4,-4567.41,4567.41
